Date,half,Team,Opponent,timeRemaining,playerID,makeMiss,xint,yint,distance,x,y
1/6/2018,1,Princeton,Penn,333,3,1,17,17,24,17.33104649,17.31520818
1/6/2018,1,Penn,Princeton,307,2,0,-2,6,6.3,-1.65319942,6.107811575
1/6/2018,1,Princeton,Penn,245,22,1,10,22,24.2,9.872144542,21.57857604
1/6/2018,1,Penn,Princeton,222,12,1,-2,0,2,-2.418100147,0.410782598
1/6/2018,1,Princeton,Penn,207,12,0,22,7,23.1,21.85976503,7.424215672
1/6/2018,1,Penn,Princeton,141,25,0,0,7,7,0.07488765,7.482575216
1/6/2018,1,Princeton,Penn,121,5,1,9,19,21,9.407228563,19.08896743
1/6/2018,1,Penn,Princeton,100,21,1,21,11,23.7,21.11308139,10.5082165
1/6/2018,1,Princeton,Penn,40,3,0,11,0,11,10.75700279,-0.219293033
1/6/2018,1,Princeton,Penn,7,5,0,7,20,21.2,7.491468893,20.23306511
1/6/2018,1,Penn,Princeton,0,2,0,0,12,12,-0.063745297,11.73565301
1/6/2018,2,Princeton,Penn,1950,12,1,3,0,3,3.24303879,0.470972038
1/6/2018,2,Penn,Princeton,1927,25,1,-2,1,2.2,-1.721130164,0.539023891
1/6/2018,2,Princeton,Penn,1914,22,1,-2,4,4.5,-2.171063352,4.018263634
1/6/2018,2,Princeton,Penn,1845,3,0,3,2,3.6,2.919459852,2.200583805
1/6/2018,2,Princeton,Penn,1842,3,2,2,2,2.8,2.179249804,1.761990568
1/6/2018,2,Penn,Princeton,1825,0,2,2,1,2.2,1.529763053,1.152725355
1/6/2018,2,Penn,Princeton,1754,0,1,2,2,2.8,2.205340993,2.007159604
1/6/2018,2,Princeton,Penn,1740,13,0,7,1,7.1,6.868721109,1.391585603
1/6/2018,2,Penn,Princeton,1720,24,1,0,1,1,-0.11740568,1.106542229
1/6/2018,2,Princeton,Penn,1700,33,1,5,19,19.6,5.318630131,18.62058831
1/6/2018,2,Penn,Princeton,1643,24,1,2,1,2.2,2.44999282,0.599891401
1/6/2018,2,Princeton,Penn,1613,33,2,2,2,2.8,1.95077301,1.888766999
1/6/2018,2,Penn,Princeton,1558,0,0,1,7,7.1,0.710655989,6.704280083
1/6/2018,2,Penn,Princeton,1554,4,1,0,1,1,0.405369329,1.187362746
1/6/2018,2,Princeton,Penn,1545,3,0,-7,21,22.1,-7.227201522,21.44297065
1/6/2018,2,Princeton,Penn,1459,12,1,-3,3,4.2,-3.311649092,2.567830506
1/6/2018,2,Penn,Princeton,1444,2,0,3,0,3,2.574609103,-0.20685945
1/6/2018,2,Princeton,Penn,1424,22,0,1,23,23,1.389614062,22.82612861
1/6/2018,2,Princeton,Penn,1420,3,1,17,22,27.8,17.29484955,22.27259885
1/6/2018,2,Penn,Princeton,1356,0,1,-5,4,6.4,-4.750115862,3.650504693
1/6/2018,2,Princeton,Penn,1343,12,1,4,1,4.1,4.301448524,0.640442855
1/6/2018,2,Penn,Princeton,1321,4,1,-3,0,3,-3.499086807,0.27300939
1/6/2018,2,Princeton,Penn,1243,5,0,-10,20,22.4,-10.01435552,20.16580457
1/6/2018,2,Penn,Princeton,1220,0,1,-1,4,4.1,-0.784240568,3.784431578
1/6/2018,2,Princeton,Penn,1159,22,0,22,2,22.1,21.63383795,2.326314253
1/6/2018,2,Princeton,Penn,1156,34,1,3,0,3,2.565738692,-0.491267834
1/6/2018,2,Penn,Princeton,1143,25,0,-6,1,6.1,-5.612330422,0.642280914
1/6/2018,2,Penn,Princeton,1111,25,0,18,12,21.6,17.71905386,12.2699005
1/6/2018,2,Penn,Princeton,1042,2,0,4,1,4.1,4.35265334,0.784723966
1/6/2018,2,Penn,Princeton,1008,4,0,-15,16,21.9,-14.54358023,16.38360278
1/6/2018,2,Princeton,Penn,1000,5,1,3,1,3.2,3.14884247,1.298197682
1/6/2018,2,Princeton,Penn,902,33,0,2,7,7.3,1.78315349,7.49022519
1/6/2018,2,Princeton,Penn,827,33,0,1,5,5.1,0.581910775,5.01950545
1/6/2018,2,Penn,Princeton,812,21,1,-6,2,6.3,-5.84434758,1.987600193
1/6/2018,2,Princeton,Penn,754,33,0,-12,21,24.2,-12.49237377,20.91001342
1/6/2018,2,Princeton,Penn,744,3,1,6,3,6.7,5.777798072,2.507657981
1/6/2018,2,Penn,Princeton,730,2,1,-3,1,3.2,-3.043519145,1.454655163
1/6/2018,2,Penn,Princeton,654,25,1,2,4,4.5,2.084121444,4.305645649
1/6/2018,2,Penn,Princeton,623,25,0,-8,20,21.5,-8.489438114,19.98712048
1/6/2018,2,Princeton,Penn,614,5,1,-3,1,3.2,-2.736646364,0.697869363
1/6/2018,2,Princeton,Penn,545,3,2,4,2,4.5,3.932112198,2.175683836
1/6/2018,2,Penn,Princeton,531,0,1,-3,0,3,-3.002702021,-0.381974525
1/6/2018,2,Princeton,Penn,522,22,0,5,2,5.4,4.791319796,1.535800795
1/6/2018,2,Penn,Princeton,455,4,0,11,0,11,10.71587136,0.469464373
1/6/2018,2,Penn,Princeton,451,21,0,-7,7,9.9,-6.990399501,6.921713386
1/6/2018,2,Penn,Princeton,433,2,0,-8,20,21.5,-8.459173062,19.86521328
1/6/2018,2,Princeton,Penn,424,0,1,18,17,24.8,18.37996807,16.69494455
1/6/2018,2,Penn,Princeton,405,2,2,-3,3,4.2,-3.057403358,2.733029477
1/6/2018,2,Princeton,Penn,352,12,1,3,0,3,2.731760774,-0.417681442
1/6/2018,2,Penn,Princeton,324,25,2,4,5,6.4,3.794021189,5.307469716
1/6/2018,2,Penn,Princeton,258,25,2,-2,0,2,-2.458014594,0.431935398
1/6/2018,2,Princeton,Penn,249,5,1,2,4,4.5,2.465612002,3.695349489
1/6/2018,2,Penn,Princeton,224,4,0,0,16,16,-0.369673375,16.38673008
1/6/2018,2,Princeton,Penn,208,5,2,4,4,5.7,4.32523272,3.653699844
1/6/2018,2,Penn,Princeton,148,2,1,1,4,4.1,1.21272183,4.320995048
1/6/2018,2,Princeton,Penn,137,33,1,3,3,4.2,2.768050857,3.133934173
1/6/2018,2,Penn,Princeton,120,4,0,-22,2,22.1,-22.34630579,1.97958773
1/6/2018,2,Penn,Princeton,100,4,2,-1,0,1,-0.860813826,0.385292633
1/6/2018,2,Princeton,Penn,50,3,1,-2,0,2,-2.484423693,-0.086926282
1/6/2018,2,Penn,Princeton,30,25,1,-7,0,7,-7.476114676,-0.132911284
1/6/2018,2,Princeton,Penn,20,3,0,-2,0,2,-1.918716985,-0.305511415
1/6/2018,2,Princeton,Penn,7,33,0,-22,1,22,-22.48373971,1.424714394
1/6/2018,2,Princeton,Penn,5,12,0,-1,5,5.1,-0.751266159,5.382612285
1/19/2018,1,Brown,Yale,1936,20,0,22,6,22.8,22.33043838,6.062758179
1/19/2018,1,Yale,Brown,1922,24,0,-5,1,5.1,-4.833991709,0.900472855
1/19/2018,1,Brown,Yale,1910,24,0,-15,16,21.9,-14.58797788,15.78753584
1/19/2018,1,Yale,Brown,1844,13,0,-3,21,21.2,-3.320394241,20.75946248
1/19/2018,1,Yale,Brown,1822,13,1,-15,15,21.2,-14.81151763,14.85855391
1/19/2018,1,Brown,Yale,1805,5,0,-8,2,8.2,-8.104056738,1.949957188
1/19/2018,1,Yale,Brown,1801,2,1,-2,0,2,-2.030679139,0.057455222
1/19/2018,1,Brown,Yale,1742,24,0,10,3,10.4,10.43193701,2.65470612
1/19/2018,1,Yale,Brown,1736,32,0,-3,0,3,-2.723602005,-0.06879651
1/19/2018,1,Yale,Brown,1705,32,0,0,0,0,0.392343894,0.411884346
1/19/2018,1,Yale,Brown,1643,24,0,-20,10,22.4,-20.24584574,9.599669713
1/19/2018,1,Brown,Yale,1630,4,0,-2,5,5.4,-1.568443356,5.342039525
1/19/2018,1,Brown,Yale,1621,25,0,4,3,5,3.985476694,2.710648511
1/19/2018,1,Yale,Brown,1613,24,0,23,2,23.1,22.95317673,2.156587993
1/19/2018,1,Yale,Brown,1610,13,2,0,0,0,-0.174411867,0.479903768
1/19/2018,1,Brown,Yale,1601,24,1,-20,10,22.4,-20.48498757,10.00316861
1/19/2018,1,Brown,Yale,1519,24,0,22,0,22,21.55327015,-0.287199075
1/19/2018,1,Yale,Brown,1504,3,0,-3,0,3,-3.135760076,-0.071909253
1/19/2018,1,Brown,Yale,1455,2,1,-11,20,22.8,-11.36308844,20.03705726
1/19/2018,1,Brown,Yale,1428,25,1,0,0,0,-0.128217557,0.011554441
1/19/2018,1,Yale,Brown,1358,20,1,2,3,3.6,2.159824637,3.462249351
1/19/2018,1,Yale,Brown,1343,13,1,-3,2,3.6,-2.688681327,2.363386294
1/19/2018,1,Brown,Yale,1336,24,1,-2,0,2,-1.951836217,0.391786446
1/19/2018,1,Yale,Brown,1320,20,0,2,3,3.6,2.078479779,3.203498859
1/19/2018,1,Brown,Yale,1310,2,0,-6,2,6.3,-6.287087895,1.646668182
1/19/2018,1,Yale,Brown,1238,5,1,22,7,23.1,22.15652213,7.082844052
1/19/2018,1,Yale,Brown,1222,5,0,-4,23,23.3,-3.799040818,22.86596862
1/19/2018,1,Yale,Brown,1217,24,0,17,15,22.7,16.88119907,14.89558472
1/19/2018,1,Yale,Brown,1208,5,0,5,23,23.5,4.609129078,22.81251816
1/19/2018,1,Brown,Yale,1140,24,0,2,0,2,2.444872378,0.322587401
1/19/2018,1,Yale,Brown,1115,24,1,-2,15,15.1,-2.042505756,14.9339922
1/19/2018,1,Brown,Yale,1051,5,2,1,5,5.1,1.185615716,5.290527399
1/19/2018,1,Yale,Brown,1033,32,1,-3,0,3,-2.935382493,-0.346238651
1/19/2018,1,Brown,Yale,1023,2,1,-3,2,3.6,-3.194800361,2.46165478
1/19/2018,1,Brown,Yale,936,5,1,13,17,21.4,12.50769722,16.63226394
1/19/2018,1,Brown,Yale,912,20,0,22,3,22.2,22.18135256,3.054673861
1/19/2018,1,Brown,Yale,901,20,1,3,1,3.2,2.557601501,0.940887437
1/19/2018,1,Yale,Brown,843,3,0,1,16,16,1.253846569,16.0815322
1/19/2018,1,Brown,Yale,830,20,1,-3,2,3.6,-3.092484439,2.049802758
1/19/2018,1,Yale,Brown,815,24,0,-9,9,12.7,-9.456356424,8.823577766
1/19/2018,1,Brown,Yale,801,5,1,-3,2,3.6,-2.69834984,1.938879265
1/19/2018,1,Yale,Brown,741,13,1,0,0,0,-0.330711686,-0.060399046
1/19/2018,1,Brown,Yale,722,4,0,6,7,9.2,6.193300488,6.703585127
1/19/2018,1,Yale,Brown,709,2,0,5,1,5.1,4.561483654,1.390631668
1/19/2018,1,Brown,Yale,659,20,0,-12,8,14.4,-11.64661476,8.270825536
1/19/2018,1,Yale,Brown,650,13,1,0,2,2,0.398132511,1.899552661
1/19/2018,1,Brown,Yale,628,4,1,-16,14,21.3,-16.32776919,13.67402161
1/19/2018,1,Brown,Yale,611,5,2,3,3,4.2,3.29074679,3.045191648
1/19/2018,1,Yale,Brown,549,32,0,12,19,22.5,12.21906468,18.94792323
1/19/2018,1,Brown,Yale,540,2,1,6,5,7.8,6.084679025,4.534466386
1/19/2018,1,Yale,Brown,447,2,0,-21,1,21,-21.04137822,1.049599284
1/19/2018,1,Yale,Brown,444,14,2,-2,0,2,-2.263567211,-0.148861267
1/19/2018,1,Yale,Brown,342,3,1,-4,15,15.5,-3.750370183,15.0395707
1/19/2018,1,Brown,Yale,324,24,0,4,25,25.3,4.075489611,24.73568973
1/19/2018,1,Yale,Brown,315,5,1,22,5,22.6,21.71936712,4.867425908
1/19/2018,1,Yale,Brown,238,14,1,0,4,4,0.367747339,3.653743581
1/19/2018,1,Yale,Brown,226,3,1,0,5,5,-0.464792305,4.545091687
1/19/2018,1,Brown,Yale,207,5,0,14,17,22,13.75682714,16.87372956
1/19/2018,1,Yale,Brown,156,3,1,8,5,9.4,8.023387814,5.439104432
1/19/2018,1,Brown,Yale,142,2,1,-4,0,4,-4.385793078,-0.349804548
1/19/2018,1,Yale,Brown,115,3,1,-4,4,5.7,-4.461608366,3.521959412
1/19/2018,1,Brown,Yale,100,24,0,5,1,5.1,4.764075131,0.70001793
1/19/2018,1,Brown,Yale,45,5,2,2,3,3.6,1.95569228,3.05959333
1/19/2018,1,Yale,Brown,26,24,0,10,22,24.2,9.749212482,22.10525388
1/19/2018,1,Brown,Yale,7,4,0,-7,22,23.1,-7.283440655,22.22256096
1/19/2018,2,Brown,Yale,1952,25,1,3,0,3,3.216426852,0.397274871
1/19/2018,2,Brown,Yale,1922,25,1,-3,1,3.2,-2.815632493,1.054720267
1/19/2018,2,Yale,Brown,1902,32,0,6,22,22.8,5.557010846,22.06152577
1/19/2018,2,Brown,Yale,1853,2,0,-6,3,6.7,-6.036583693,2.917995251
1/19/2018,2,Yale,Brown,1831,2,1,3,12,12.4,3.42102817,11.55335904
1/19/2018,2,Brown,Yale,1816,24,0,6,0,6,6.331145936,0.175978535
1/19/2018,2,Yale,Brown,1801,24,0,-16,16,22.6,-16.03039913,16.26399784
1/19/2018,2,Brown,Yale,1755,24,2,0,1,1,0.052128315,0.922542742
1/19/2018,2,Brown,Yale,1754,44,1,2,0,2,1.56966931,0.293899737
1/19/2018,2,Yale,Brown,1742,13,1,-14,2,14.1,-13.94934954,2.140070466
1/19/2018,2,Brown,Yale,1734,20,0,6,3,6.7,6.075010359,2.752280361
1/19/2018,2,Brown,Yale,1731,44,1,3,0,3,3.438709647,-0.200194613
1/19/2018,2,Yale,Brown,1716,20,2,-4,3,5,-3.763983195,2.557560114
1/19/2018,2,Yale,Brown,1639,13,1,4,2,4.5,3.81824341,1.650699584
1/19/2018,2,Brown,Yale,1618,25,0,13,18,22.2,13.32373805,18.37742101
1/19/2018,2,Yale,Brown,1541,3,1,-6,12,13.4,-5.997258588,11.64563782
1/19/2018,2,Yale,Brown,1515,2,0,-17,15,22.7,-17.20556113,15.00164891
1/19/2018,2,Brown,Yale,1503,20,0,-15,11,18.6,-15.29972349,10.55791776
1/19/2018,2,Yale,Brown,1455,3,1,15,15,21.2,15.48318183,14.94287365
1/19/2018,2,Brown,Yale,1437,25,0,4,1,4.1,4.405164742,0.784038137
1/19/2018,2,Brown,Yale,1433,25,1,0,0,0,0.357738196,0.078207767
1/19/2018,2,Yale,Brown,1357,24,0,-4,4,5.7,-4.386793494,4.185321026
1/19/2018,2,Brown,Yale,1333,0,2,-1,5,5.1,-0.59022183,4.556552364
1/19/2018,2,Yale,Brown,1320,3,2,-3,3,4.2,-2.880032291,3.391773941
1/19/2018,2,Brown,Yale,1302,20,0,-19,18,26.2,-19.3820185,18.20664352
1/19/2018,2,Yale,Brown,1245,24,1,4,3,5,4.254195693,3.187233536
1/19/2018,2,Brown,Yale,1207,24,1,0,0,0,-0.026470967,0.152121012
1/19/2018,2,Yale,Brown,1144,5,0,-15,16,21.9,-14.82231993,15.55523116
1/19/2018,2,Yale,Brown,1108,24,0,-15,18,23.4,-14.52150402,17.79803611
1/19/2018,2,Brown,Yale,1100,2,0,4,21,21.4,4.040938432,21.32367109
1/19/2018,2,Brown,Yale,1038,4,2,-21,2,21.1,-20.68851642,1.845365442
1/19/2018,2,Yale,Brown,1018,14,2,-1,1,1.4,-1.071478497,1.426818269
1/19/2018,2,Yale,Brown,950,13,1,4,1,4.1,4.047107523,0.710554516
1/19/2018,2,Brown,Yale,945,24,1,-19,11,22,-18.62676706,11.14936415
1/19/2018,2,Brown,Yale,913,0,1,-4,3,5,-4.42673657,3.148102569
1/19/2018,2,Yale,Brown,858,13,1,-3,3,4.2,-2.805725782,2.503952347
1/19/2018,2,Brown,Yale,847,24,1,5,23,23.5,5.253857732,22.82155597
1/19/2018,2,Yale,Brown,825,14,0,-4,0,4,-3.590274632,0.233097411
1/19/2018,2,Yale,Brown,823,32,0,2,1,2.2,2.38217331,0.539039146
1/19/2018,2,Brown,Yale,810,44,2,-6,2,6.3,-5.504239605,2.08798321
1/19/2018,2,Yale,Brown,750,24,2,-7,7,9.9,-7.197743516,6.552647393
1/19/2018,2,Yale,Brown,715,24,1,-4,4,5.7,-4.149491965,3.978795141
1/19/2018,2,Brown,Yale,656,44,1,-3,0,3,-3.205832321,-0.403347534
1/19/2018,2,Yale,Brown,620,3,0,8,10,12.8,8.469536314,9.999035176
1/19/2018,2,Brown,Yale,544,44,2,-4,1,4.1,-4.313405886,0.994836124
1/19/2018,2,Yale,Brown,525,24,0,5,3,5.8,4.913154113,3.004648055
1/19/2018,2,Brown,Yale,506,4,2,-6,3,6.7,-5.847354853,2.802899768
1/19/2018,2,Yale,Brown,455,32,2,-5,2,5.4,-5.344329528,2.12030979
1/19/2018,2,Brown,Yale,433,25,1,0,0,0,-0.459932671,0.095168059
1/19/2018,2,Yale,Brown,402,32,1,2,6,6.3,2.373658683,6.06567764
1/19/2018,2,Brown,Yale,342,0,1,-4,2,4.5,-4.355581281,1.98134733
1/19/2018,2,Brown,Yale,305,4,0,2,22,22.1,1.71097708,22.04608249
1/19/2018,2,Yale,Brown,250,3,1,-4,1,4.1,-3.636093891,1.208607058
1/19/2018,2,Brown,Yale,230,20,0,-3,23,23.2,-2.641421844,23.03339463
1/19/2018,2,Yale,Brown,207,24,0,20,10,22.4,20.03533696,10.14709524
1/19/2018,2,Yale,Brown,200,3,1,-2,10,10.2,-2.193717201,10.34985712
1/19/2018,2,Brown,Yale,105,4,1,0,23,23,-0.091555046,22.77219034
1/19/2018,2,Yale,Brown,51,3,1,-6,0,6,-6.065611657,-0.087611653
1/19/2018,2,Brown,Yale,44,2,2,-4,5,6.4,-4.076179032,5.304141951
1/19/2018,2,Yale,Brown,33,24,2,-2,5,5.4,-1.531764416,4.821242193
1/19/2018,2,Brown,Yale,5,4,2,7,4,8.1,6.894314477,4.108780425
1/19/2018,2,Yale,Brown,3,24,0,3,2,3.6,3.019680539,2.46123554
1/19/2018,2,Yale,Brown,0,3,1,3,32,32.1,2.501811296,31.87398205
1/26/2018,1,Yale,Harvard,1948,24,0,22,1,22,22.13517568,1.029154821
1/26/2018,1,Harvard,Yale,1933,0,1,5,2,5.4,5.399281926,1.517684204
1/26/2018,1,Harvard,Yale,1900,31,0,20,10,22.4,19.92097436,10.31187338
1/26/2018,1,Harvard,Yale,1850,25,1,2,0,2,1.517467578,0.460040407
1/26/2018,1,Harvard,Yale,1808,25,1,-18,18,25.5,-17.51737089,18.24644142
1/26/2018,1,Yale,Harvard,1736,24,1,7,23,24,7.318699678,22.77393618
1/26/2018,1,Harvard,Yale,1713,0,0,-1,6,6.1,-1.332412108,5.60808649
1/26/2018,1,Yale,Harvard,1653,20,0,-9,16,18.4,-9.444681072,15.68352543
1/26/2018,1,Harvard,Yale,1636,25,1,-16,18,24.1,-15.71619406,18.22762558
1/26/2018,1,Yale,Harvard,1612,32,0,-22,6,22.8,-22.17791399,5.684720329
1/26/2018,1,Yale,Harvard,1608,13,0,-21,5,21.6,-21.01766415,5.217473706
1/26/2018,1,Harvard,Yale,1548,0,0,6,2,6.3,6.337337069,1.737668593
1/26/2018,1,Yale,Harvard,1534,13,1,-1,3,3.2,-0.721206996,2.838831463
1/26/2018,1,Harvard,Yale,1515,31,1,-3,4,5,-3.234324765,4.058990685
1/26/2018,1,Yale,Harvard,1453,2,0,15,15,21.2,14.9010982,14.88450187
1/26/2018,1,Harvard,Yale,1415,44,1,2,1,2.2,1.983289242,1.231816438
1/26/2018,1,Yale,Harvard,1359,13,2,4,2,4.5,4.004979945,2.283848447
1/26/2018,1,Yale,Harvard,1330,24,0,7,10,12.2,7.235148449,9.514624357
1/26/2018,1,Harvard,Yale,1321,11,1,20,12,23.3,20.42643558,11.74387259
1/26/2018,1,Harvard,Yale,1244,31,0,-11,3,11.4,-10.90330687,3.25723863
1/26/2018,1,Yale,Harvard,1225,4,0,-3,0,3,-2.937908153,-0.484017374
1/26/2018,1,Yale,Harvard,1215,5,0,-1,7,7.1,-1.076799832,6.759546935
1/26/2018,1,Harvard,Yale,1212,20,1,-15,16,21.9,-15.47464024,16.17208186
1/26/2018,1,Harvard,Yale,1136,11,0,3,2,3.6,2.506985423,1.736502812
1/26/2018,1,Harvard,Yale,1122,20,0,1,18,18,1.296626625,18.12993252
1/26/2018,1,Yale,Harvard,1108,5,1,9,21,22.8,9.096126637,20.70393054
1/26/2018,1,Harvard,Yale,1045,31,0,-5,7,8.6,-4.607799982,7.074678291
1/26/2018,1,Yale,Harvard,1025,5,0,8,1,8.1,8.232782703,0.865538404
1/26/2018,1,Harvard,Yale,1016,25,1,19,17,25.5,19.47393905,16.81236364
1/26/2018,1,Yale,Harvard,954,4,1,23,0,23,23.12213093,-0.078928517
1/26/2018,1,Harvard,Yale,934,0,1,0,0,0,-0.075086143,-0.412607811
1/26/2018,1,Yale,Harvard,809,32,0,15,15,21.2,15.26579147,14.5425837
1/26/2018,1,Harvard,Yale,752,31,1,0,0,0,0.38438209,0.280574496
1/26/2018,1,Yale,Harvard,720,5,1,-16,17,23.3,-16.29770425,17.05563284
1/26/2018,1,Yale,Harvard,648,24,1,0,0,0,-0.070790134,0.11972977
1/26/2018,1,Harvard,Yale,623,20,0,21,3,21.2,20.98942288,3.497288769
1/26/2018,1,Yale,Harvard,611,2,0,22,10,24.2,22.32886541,10.06638446
1/26/2018,1,Yale,Harvard,609,32,2,-5,2,5.4,-4.887586939,2.437903112
1/26/2018,1,Harvard,Yale,548,31,0,7,19,20.2,6.535690823,18.95346165
1/26/2018,1,Yale,Harvard,531,5,0,-22,2,22.1,-21.53931095,2.082780286
1/26/2018,1,Harvard,Yale,525,11,0,9,21,22.8,9.229519046,20.84562409
1/26/2018,1,Harvard,Yale,507,0,1,4,1,4.1,4.04059523,0.568392679
1/26/2018,1,Yale,Harvard,453,13,0,-4,3,5,-4.062201925,3.434657313
1/26/2018,1,Harvard,Yale,442,31,1,-4,2,4.5,-3.730569309,1.776284726
1/26/2018,1,Yale,Harvard,427,2,2,-6,4,7.2,-5.917901613,3.978914888
1/26/2018,1,Yale,Harvard,359,4,0,-22,4,22.4,-21.68307264,3.592659953
1/26/2018,1,Harvard,Yale,348,25,0,-22,3,22.2,-22.48463923,2.838585457
1/26/2018,1,Yale,Harvard,326,20,0,-5,2,5.4,-4.828938056,2.337661656
1/26/2018,1,Harvard,Yale,302,22,0,-3,21,21.2,-2.510314618,20.76837796
1/26/2018,1,Yale,Harvard,231,20,1,-5,4,6.4,-4.809534788,4.472289489
1/26/2018,1,Harvard,Yale,200,25,0,-19,15,24.2,-18.62624986,15.17959878
1/26/2018,1,Yale,Harvard,153,4,0,4,0,4,3.650339104,0.347114925
1/26/2018,1,Harvard,Yale,127,31,0,21,7,22.1,21.47653789,7.016997072
1/26/2018,1,Yale,Harvard,113,24,0,-18,13,22.2,-17.64622638,12.52563425
1/26/2018,1,Yale,Harvard,110,13,1,-2,0,2,-1.519864924,-0.118629754
1/26/2018,1,Yale,Harvard,20,3,2,-5,6,7.8,-5.315510324,6.445837907
1/26/2018,1,Yale,Harvard,2,13,0,-3,24,24.2,-2.558786351,23.73141661
1/26/2018,2,Harvard,Yale,1940,25,0,-3,18,18.2,-3.482289503,17.85942401
1/26/2018,2,Yale,Harvard,1926,2,0,2,2,2.8,2.441445469,2.22257371
1/26/2018,2,Yale,Harvard,1906,24,0,5,17,17.7,5.42453127,17.35028819
1/26/2018,2,Yale,Harvard,1909,32,0,-5,3,5.8,-5.356201419,2.677872118
1/26/2018,2,Harvard,Yale,1840,0,1,0,4,4,-0.497398133,4.110422246
1/26/2018,2,Yale,Harvard,1811,32,0,4,6,7.2,4.377272546,5.950858207
